41388	1	24	0.03	0	0
41390	2	28	0.04	0	0
41392	3	28	0.04	0	0
41394	4	28	0.04	0	0
41396	5	24	0.03	0	0
41398	6	22	0.03	0	0
41400	7	20	0.02	0	0
41402	8	14	0.01	0	0
41404	9	10	0	0	0
41406	10	10	0	0	0
41408	11	6	-0.01	0	0
41410	12	2	-0.01	0	0
41412	13	-2	-0.02	0	0
41414	14	-4	-0.03	0	0
41416	15	-10	-0.04	0	0
41418	16	-10	-0.04	0	0
41420	17	-12	-0.04	0	0
41422	18	-16	-0.05	0	0
41424	19	-18	-0.05	0	0
41426	20	-14	-0.05	0	0
41428	21	-14	-0.05	0	0
41430	22	-12	-0.04	0	0
41432	23	-14	-0.05	0	0
41434	24	-14	-0.05	0	0
41436	25	-14	-0.05	0	0
41438	26	-10	-0.04	0	0
41440	27	-8	-0.03	0	0
41442	28	-6	-0.03	0	0
41444	29	-6	-0.03	0	0
41446	30	-6	-0.03	0	0
41448	31	-8	-0.03	0	0
41450	32	-8	-0.03	0	0
41452	33	-10	-0.04	0	0
41454	34	-10	-0.04	0	0
41456	35	-8	-0.03	0	0
41458	36	-6	-0.03	0	0
41460	37	-6	-0.03	0	0
41462	38	-6	-0.03	0	0
41464	39	-10	-0.04	0	0
41466	40	-12	-0.04	0	0
41468	41	-14	-0.05	0	0
41470	42	-12	-0.04	0	0
41472	43	-8	-0.03	0	0
41474	44	-10	-0.04	0	0
41476	45	-12	-0.04	0	0
41478	46	-14	-0.05	0	0
41480	47	-16	-0.05	0	0
41482	48	-16	-0.05	0	0
41484	49	-14	-0.05	0	0
41486	50	-14	-0.05	0	0
41488	51	-10	-0.04	0	0
41490	52	-6	-0.03	0	0
41492	53	-2	-0.02	0	0
41494	54	4	-0.01	0	0
41496	55	10	0	0	0
41498	56	16	0.01	0	0
41500	57	20	0.02	0	0
41502	58	24	0.03	0	0
41504	59	26	0.03	0	0
41506	60	28	0.04	0	0
41508	61	28	0.04	0	0
41510	62	28	0.04	0	0
41512	63	26	0.03	0	0
